Register,PassiveType,Aux,PP
Spoken,BE-pp,was,seen
Spoken,BE-pp,were,seen
Spoken,BE-pp,is,seen
Spoken,BE-pp,were,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,were,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,is,seen
Spoken,BE-pp,was,seen
Spoken,BE-pp,is,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,'s,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,is,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,been,seen
Spoken,BE-pp,'s,seen
Spoken,BE-pp,are,seen
Spoken,BE-pp,'s,seen
Spoken,BE-pp,'s,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,are,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,be,seen
Spoken,BE-pp,being,segregated
Spoken,BE-pp,were,segregated
Spoken,BE-pp,are,segregated
Spoken,BE-pp,be,segregated
Spoken,BE-pp,were,seized
Spoken,BE-pp,was,seized
Spoken,BE-pp,'s,selected
Spoken,BE-pp,were,selected
Spoken,BE-pp,were,selected
Spoken,BE-pp,be,sensed
Spoken,BE-pp,being,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,'s,sent
Spoken,BE-pp,are,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,'re,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,is,sent
Spoken,BE-pp,are,sent
Spoken,BE-pp,were,sent
Spoken,BE-pp,been,sent
Spoken,BE-pp,be,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,were,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,is,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,'re,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,are,sent
Spoken,BE-pp,are,sent
Spoken,BE-pp,were,sent
Spoken,BE-pp,is,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,was,sent
Spoken,BE-pp,be,sent
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,been,sentenced
Spoken,BE-pp,was,sentenced
Spoken,BE-pp,been,sentenced
Spoken,BE-pp,is,separated
Spoken,BE-pp,are,separated
Spoken,BE-pp,were,separated
Spoken,BE-pp,are,separated
Spoken,BE-pp,are,separated
Spoken,BE-pp,were,separated
Spoken,BE-pp,are,separated
Spoken,BE-pp,been,separated
Spoken,BE-pp,is,separated
Spoken,BE-pp,being,separated
Spoken,BE-pp,was,separated
Spoken,BE-pp,are,separated
Spoken,BE-pp,be,separated
Spoken,BE-pp,being,separated
Spoken,BE-pp,was,sequenced
Spoken,BE-pp,been,sequenced
Spoken,BE-pp,are,sequestered
Spoken,BE-pp,been,served
Spoken,BE-pp,being,served
Spoken,BE-pp,been,served
Spoken,BE-pp,be,served
Spoken,BE-pp,were,served
Spoken,BE-pp,was,served
Spoken,BE-pp,was,served
Spoken,BE-pp,'s,served
Spoken,BE-pp,be,settled
Spoken,BE-pp,are,disabled
Spoken,BE-pp,is,limited
Spoken,BE-pp,be,abused
Spoken,BE-pp,'s,attracted
Spoken,BE-pp,being,shamed
Spoken,BE-pp,being,shamed
Spoken,BE-pp,being,shamed
Spoken,BE-pp,are,shaped
Spoken,BE-pp,be,shaped
Spoken,BE-pp,are,shaped
Spoken,BE-pp,being,shaped
Spoken,BE-pp,were,shaped
Spoken,BE-pp,been,shaped
Spoken,BE-pp,being,shaped
Spoken,BE-pp,was,shaped
Spoken,BE-pp,is,shaped
Spoken,BE-pp,be,shaped
Spoken,BE-pp,been,shaped
Spoken,BE-pp,be,shaped
Spoken,BE-pp,are,shaped
Spoken,BE-pp,be,shaped
Spoken,BE-pp,'s,shaped
Spoken,BE-pp,be,shaped
Spoken,BE-pp,is,shaped
Spoken,BE-pp,being,shaped
Spoken,BE-pp,been,shaped
Spoken,BE-pp,are,shaped
Spoken,BE-pp,be,shared
Spoken,BE-pp,'s,shared
Spoken,BE-pp,was,shared
Spoken,BE-pp,'s,shared
Spoken,BE-pp,be,shared
Spoken,BE-pp,be,shared
Spoken,BE-pp,are,shared
Spoken,BE-pp,be,shared
Spoken,BE-pp,is,shared
Spoken,BE-pp,is,shared
Spoken,BE-pp,be,shared
Spoken,BE-pp,'s,shared
Spoken,BE-pp,been,shared
Spoken,BE-pp,be,shared
Spoken,BE-pp,been,shared
Spoken,BE-pp,was,shared
Spoken,BE-pp,are,shared
Spoken,BE-pp,'s,shattered
Spoken,BE-pp,are,shed
Spoken,BE-pp,is,shed
Spoken,BE-pp,is,shielded
Spoken,BE-pp,were,shifted
Spoken,BE-pp,being,shipped
Spoken,BE-pp,were,shipped
Spoken,BE-pp,be,shipped
Spoken,BE-pp,'re,shipped
Spoken,BE-pp,is,shipped
Spoken,BE-pp,being,shipped
Spoken,BE-pp,being,shipped
Spoken,BE-pp,were,shipped
Spoken,BE-pp,being,shipped
Spoken,BE-pp,was,shocked
Spoken,BE-pp,be,shocked
Spoken,BE-pp,was,shocked
Spoken,BE-pp,were,shocked
Spoken,BE-pp,was,shocked
Spoken,BE-pp,were,shocked
Spoken,BE-pp,were,shook
Spoken,BE-pp,been,shored
Spoken,BE-pp,is,shortened
Spoken,BE-pp,is,shortened
Spoken,BE-pp,be,shot
Spoken,BE-pp,being,shot
Spoken,BE-pp,were,shot
Spoken,BE-pp,was,shot
Spoken,BE-pp,were,shot
Spoken,BE-pp,was,shot
Spoken,BE-pp,been,shot
Spoken,BE-pp,been,shot
Spoken,BE-pp,was,shot
Spoken,BE-pp,was,shot
Spoken,BE-pp,are,shot
Spoken,BE-pp,were,shot
Spoken,BE-pp,been,shot
Spoken,BE-pp,was,shot
Spoken,BE-pp,been,showed
Spoken,BE-pp,'s,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,being,shown
Spoken,BE-pp,were,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,were,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,being,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,are,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,'s,shown
Spoken,BE-pp,'s,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,'s,shown
Spoken,BE-pp,being,shown
Spoken,BE-pp,'s,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,were,shown
Spoken,BE-pp,is,shown
Spoken,BE-pp,were,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,be,shown
Spoken,BE-pp,'s,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,was,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,been,shown
Spoken,BE-pp,be,shown
Spoken,BE-pp,being,shunted
Spoken,BE-pp,was,shut
Spoken,BE-pp,was,shut
Spoken,BE-pp,were,shuttered
Spoken,BE-pp,been,sidelined
Spoken,BE-pp,been,sidelined
Spoken,BE-pp,are,sighted
Spoken,BE-pp,been,signed
Spoken,BE-pp,was,signed
Spoken,BE-pp,was,signed
Spoken,BE-pp,was,signed
Spoken,BE-pp,was,signed
Spoken,BE-pp,be,signed
Spoken,BE-pp,was,signed
Spoken,BE-pp,being,silenced
Spoken,BE-pp,are,silenced
Spoken,BE-pp,being,silenced
Spoken,BE-pp,is,simplified
Spoken,BE-pp,'s,simplified
Spoken,BE-pp,was,sited
Spoken,BE-pp,'s,sited
Spoken,BE-pp,is,situated
Spoken,BE-pp,is,situated
Spoken,BE-pp,is,situated
Spoken,BE-pp,being,situated
Spoken,BE-pp,were,skeletonized
Spoken,BE-pp,is,skewed
Spoken,BE-pp,being,slammed
Spoken,BE-pp,been,slandered
Spoken,BE-pp,was,slapped
Spoken,BE-pp,is,slaughtered
Spoken,BE-pp,were,slaughtered
Spoken,BE-pp,Being,Slaughtered
Spoken,BE-pp,was,slaughtered
Spoken,BE-pp,was,slaughtered
Spoken,BE-pp,was,slaughtered
Spoken,BE-pp,was,inebriated
Spoken,BE-pp,is,slowed
Spoken,BE-pp,is,slowed
Spoken,BE-pp,is,slowed
Spoken,BE-pp,be,slowed
Spoken,BE-pp,is,passed
Spoken,BE-pp,were,slumped
Spoken,BE-pp,being,smuggled
Spoken,BE-pp,was,snatched
Spoken,BE-pp,was,concerned
Spoken,BE-pp,was,progressed
Spoken,BE-pp,'m,inspired
Spoken,BE-pp,'re,intertwined
Spoken,BE-pp,was,offended
Spoken,BE-pp,'s,opinionated
Spoken,BE-pp,were,organized
Spoken,BE-pp,are,socialized
Spoken,BE-pp,been,socialized
Spoken,BE-pp,were,socialized
Spoken,BE-pp,been,socialized
Spoken,BE-pp,been,sold
Spoken,BE-pp,was,sold
Spoken,BE-pp,were,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,been,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,been,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,was,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,are,sold
Spoken,BE-pp,were,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,were,sold
Spoken,BE-pp,be,sold
Spoken,BE-pp,been,sold
Spoken,BE-pp,was,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,being,sold
Spoken,BE-pp,be,solved
Spoken,BE-pp,was,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,was,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,was,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,was,solved
Spoken,BE-pp,be,solved
Spoken,BE-pp,is,some
Spoken,BE-pp,was,called
Spoken,BE-pp,is,x
Spoken,BE-pp,are,called
Spoken,BE-pp,is,caught
Spoken,BE-pp,are,sophisticated
Spoken,BE-pp,is,sophisticated
Spoken,BE-pp,is,sorted
Spoken,BE-pp,is,sought
Spoken,BE-pp,being,sought
Spoken,BE-pp,be,spatialized
Spoken,BE-pp,being,specialized
Spoken,BE-pp,been,speculated
Spoken,BE-pp,been,speculated
Spoken,BE-pp,been,speculated
Spoken,BE-pp,is,sped
Spoken,BE-pp,are,speeded
Spoken,BE-pp,'s,spent
Spoken,BE-pp,is,spent
Spoken,BE-pp,been,spent
Spoken,BE-pp,'s,spent
Spoken,BE-pp,being,spent
Spoken,BE-pp,is,spent
Spoken,BE-pp,be,spent
Spoken,BE-pp,'s,spent
Spoken,BE-pp,was,spent
Spoken,BE-pp,was,spent
Spoken,BE-pp,been,spent
Spoken,BE-pp,being,spent
Spoken,BE-pp,being,spent
Spoken,BE-pp,were,spent
Spoken,BE-pp,is,spewed
Spoken,BE-pp,was,spilled
Spoken,BE-pp,was,spilled
Spoken,BE-pp,is,spoiled
Spoken,BE-pp,been,spoken
Spoken,BE-pp,'s,spoken
Spoken,BE-pp,was,spoken
Spoken,BE-pp,are,spoken
Spoken,BE-pp,being,spoken
Spoken,BE-pp,is,spotted
Spoken,BE-pp,be,spotted
Spoken,BE-pp,being,sprayed
Spoken,BE-pp,are,sprayed
Spoken,BE-pp,is,sprayed
Spoken,BE-pp,are,spread
Spoken,BE-pp,been,squandered
Spoken,BE-pp,be,squeezed
Spoken,BE-pp,be,squeezed
Spoken,BE-pp,been,stabbed
Spoken,BE-pp,been,stabbed
Spoken,BE-pp,was,stacked
Spoken,BE-pp,is,stacked
Spoken,BE-pp,are,stacked
Spoken,BE-pp,be,stacked
Spoken,BE-pp,are,staged
Spoken,BE-pp,were,standardized
Spoken,BE-pp,be,standardized
Spoken,BE-pp,be,standardized
Spoken,BE-pp,was,standardized
Spoken,BE-pp,was,started
Spoken,BE-pp,are,started
Spoken,BE-pp,is,started
Spoken,BE-pp,was,started
Spoken,BE-pp,was,started
Spoken,BE-pp,are,started
Spoken,BE-pp,'s,started
Spoken,BE-pp,was,started
Spoken,BE-pp,was,started
Spoken,BE-pp,was,started
Spoken,BE-pp,be,stated
Spoken,BE-pp,be,stated
Spoken,BE-pp,were,stationed
Spoken,BE-pp,'s,status
Spoken,BE-pp,being,removed
Spoken,BE-pp,was,steeped
Spoken,BE-pp,was,stigmatized
Spoken,BE-pp,is,housed
Spoken,BE-pp,are,stuck
Spoken,BE-pp,are,used
Spoken,BE-pp,are,stitched
Spoken,BE-pp,'s,stocked
Spoken,BE-pp,been,stolen
Spoken,BE-pp,was,stolen
Spoken,BE-pp,been,stomped
Spoken,BE-pp,be,stopped
Spoken,BE-pp,be,stopped
Spoken,BE-pp,been,stopped
Spoken,BE-pp,be,stopped
Spoken,BE-pp,was,stopped
Spoken,BE-pp,are,stopped
Spoken,BE-pp,be,stored
Spoken,BE-pp,is,stored
Spoken,BE-pp,is,stored
Spoken,BE-pp,is,stored
Spoken,BE-pp,be,stored
Spoken,BE-pp,is,stored
Spoken,BE-pp,be,stored
Spoken,BE-pp,were,stored
Spoken,BE-pp,been,stormed
Spoken,BE-pp,are,stranded
Spoken,BE-pp,are,strapped
Spoken,BE-pp,is,strapped
Spoken,BE-pp,'s,strapped
Spoken,BE-pp,are,stressed
Spoken,BE-pp,are,stressed
Spoken,BE-pp,was,stressed
Spoken,BE-pp,'s,stretched
Spoken,BE-pp,is,stretched
Spoken,BE-pp,been,stretched
Spoken,BE-pp,was,stricken
Spoken,BE-pp,were,localized
Spoken,BE-pp,be,stripped
Spoken,BE-pp,are,stripped
Spoken,BE-pp,'s,stripped
Spoken,BE-pp,is,stripped
Spoken,BE-pp,been,stripped
Spoken,BE-pp,been,stripped
Spoken,BE-pp,were,stripped
Spoken,BE-pp,are,stripped
Spoken,BE-pp,been,stripped
Spoken,BE-pp,be,struck
Spoken,BE-pp,'re,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,been,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,is,struck
Spoken,BE-pp,was,struck
Spoken,BE-pp,be,struck
Spoken,BE-pp,was,structured
Spoken,BE-pp,is,structured
Spoken,BE-pp,is,structured
Spoken,BE-pp,is,structured
Spoken,BE-pp,be,stuck
Spoken,BE-pp,are,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,being,stuck
Spoken,BE-pp,being,stuck
Spoken,BE-pp,are,stuck
Spoken,BE-pp,were,stuck
Spoken,BE-pp,were,stuck
Spoken,BE-pp,were,stuck
Spoken,BE-pp,is,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,been,stuck
Spoken,BE-pp,are,stuck
Spoken,BE-pp,be,stuck
Spoken,BE-pp,be,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,being,stuck
Spoken,BE-pp,be,stuck
Spoken,BE-pp,is,stuck
Spoken,BE-pp,was,stuck
Spoken,BE-pp,is,studded
Spoken,BE-pp,being,studied
Spoken,BE-pp,was,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,is,studied
Spoken,BE-pp,were,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,is,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,been,studied
Spoken,BE-pp,are,stuffed
Spoken,BE-pp,'s,subjected
Spoken,BE-pp,being,subjected
Spoken,BE-pp,been,subjected
Spoken,BE-pp,being,subjected
Spoken,BE-pp,be,subjected
Spoken,BE-pp,be,sublimated
Spoken,BE-pp,been,submerged
Spoken,BE-pp,'s,subsidized
Spoken,BE-pp,be,succeeded
Spoken,BE-pp,been,implanted
Spoken,BE-pp,be,sucked
Spoken,BE-pp,being,sucked
Spoken,BE-pp,is,sucked
Spoken,BE-pp,being,sued
Spoken,BE-pp,was,detailed
Spoken,BE-pp,been,suffocated
Spoken,BE-pp,been,suggested
Spoken,BE-pp,was,suggested
Spoken,BE-pp,be,summarized
Spoken,BE-pp,be,summarized
Spoken,BE-pp,be,summed
Spoken,BE-pp,is,summed
Spoken,BE-pp,be,summed
Spoken,BE-pp,are,superheated
Spoken,BE-pp,were,superimposed
Spoken,BE-pp,is,supersized
Spoken,BE-pp,being,supported
Spoken,BE-pp,is,supported
Spoken,BE-pp,be,supported
Spoken,BE-pp,be,supported
Spoken,BE-pp,being,supported
Spoken,BE-pp,be,supported
Spoken,BE-pp,been,supported
Spoken,BE-pp,are,supported
Spoken,BE-pp,'s,supported
Spoken,BE-pp,be,supported
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,'re,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,was,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,were,supposed
Spoken,BE-pp,is,supposed
Spoken,BE-pp,'s,supposed
Spoken,BE-pp,are,supposed
Spoken,BE-pp,are,spent
Spoken,BE-pp,was,surprised
Spoken,BE-pp,were,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,were,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,was,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,was,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,was,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,be,surprised
Spoken,BE-pp,was,surprised
Spoken,BE-pp,is,surprised
Spoken,BE-pp,was,surprised
Spoken,BE-pp,is,surrounded
Spoken,BE-pp,being,surrounded
Spoken,BE-pp,be,surrounded
Spoken,BE-pp,are,surrounded
Spoken,BE-pp,be,surrounded
Spoken,BE-pp,are,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,been,surrounded
Spoken,BE-pp,'s,surrounded
Spoken,BE-pp,were,surrounded
Spoken,BE-pp,'s,surrounded
Spoken,BE-pp,is,surrounded
Spoken,BE-pp,be,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,were,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,was,surrounded
Spoken,BE-pp,are,surrounded
Spoken,BE-pp,be,surrounded
Spoken,BE-pp,are,suspected
Spoken,BE-pp,'s,suspended
Spoken,BE-pp,is,suspended
Spoken,BE-pp,been,suspended
Spoken,BE-pp,being,sustained
Spoken,BE-pp,be,swallowed
Spoken,BE-pp,be,swallowed
Spoken,BE-pp,being,swamped
Spoken,BE-pp,be,swamped
Spoken,BE-pp,be,swapped
Spoken,BE-pp,be,swept
Spoken,BE-pp,was,reconvened
Spoken,BE-pp,be,switched
Spoken,BE-pp,is,switched
Spoken,BE-pp,be,switched
Spoken,BE-pp,be,switched
Spoken,BE-pp,was,switched
Spoken,BE-pp,be,switched
Spoken,BE-pp,is,switched
Spoken,BE-pp,been,switched
Spoken,BE-pp,been,switched
Spoken,BE-pp,are,swollen
Spoken,BE-pp,are,symbolized
Spoken,BE-pp,be,synthesized
Spoken,BE-pp,are,synthesized
Spoken,BE-pp,be,synthesized
Spoken,BE-pp,is,synthesized
Spoken,BE-pp,be,systematized
Spoken,BE-pp,been,tailored
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,are,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,are,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,being,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,is,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,were,taken
Spoken,BE-pp,been,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,be,taken
Spoken,BE-pp,'s,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,was,taken
Spoken,BE-pp,are,talented
Spoken,BE-pp,be,talented
Spoken,BE-pp,been,talked
Spoken,BE-pp,being,talked
Spoken,BE-pp,was,talked
Spoken,BE-pp,being,talked
Spoken,BE-pp,'s,talked
Spoken,BE-pp,being,talked
Spoken,BE-pp,being,talked
Spoken,BE-pp,been,talked
Spoken,BE-pp,be,talked
Spoken,BE-pp,been,talked
Spoken,BE-pp,being,talked
Spoken,BE-pp,'s,talked
Spoken,BE-pp,'re,talking
Spoken,BE-pp,be,targeted
Spoken,BE-pp,'s,targeted
Spoken,BE-pp,are,targeted
Spoken,BE-pp,be,targeted
Spoken,BE-pp,are,targeted
Spoken,BE-pp,being,targeted
Spoken,BE-pp,be,targeted
Spoken,BE-pp,were,targeted
Spoken,BE-pp,is,tarnished
Spoken,BE-pp,been,tasered
Spoken,BE-pp,was,tasked
Spoken,BE-pp,was,tasked
Spoken,BE-pp,are,tasked
